id,loss
298,4682.426
299,2345.6558
300,1460.3014
301,1618.7036
302,1022.7701
303,1420.488
304,2793.3723
305,5096.7734
306,911.2479
307,1270.3672
308,1239.9587
309,1246.1787
310,847.69556
311,1771.7412
312,2435.6418
313,2353.5251
314,6009.7476
315,1169.7358
316,1854.6149
317,1469.6818
318,2971.3352
319,2060.356
320,1146.6046
321,923.6465
322,3187.493
323,1024.5476
324,2503.9392
325,1910.5739
326,2566.2039
327,1942.2606
328,1071.734
329,3045.0754
330,1059.4396
331,1490.5298
332,3541.5115
333,1162.1715
334,1012.2932
335,2401.431
336,2285.6753
337,1369.8202
338,1541.8378
339,1301.1841
340,1114.6967
341,3149.682
342,869.5253
343,1105.6765
344,2897.5027
345,973.7604
346,1538.58
347,2075.5576
348,2651.4355
349,2386.586
350,6846.751
351,1817.7222
352,1500.7686
353,1984.0503
354,1274.2676
355,1348.244
356,4242.771
357,1157.0115
358,1505.9478
359,2242.1592
360,1395.1886
361,3117.1177
362,5995.2627
363,2068.6123
364,5149.1914
365,1128.8746
366,1578.4756
367,2067.456
368,1186.4751
369,2769.7366
370,5340.6104
371,980.35156
372,2117.3584
373,2045.8646
374,1956.9033
375,2086.8655
376,10239.152
377,1611.2708
378,4289.173
379,1918.1616
380,5327.1533
381,2199.272
382,3473.3245
383,1841.122
384,1842.1526
385,4408.412
386,1387.9155
387,3767.8699
388,1387.7255
389,1077.0295
390,1419.3538
391,2842.2607
392,1267.9495
393,1786.3326
394,2120.5012
395,2938.5325
396,2540.9888
397,1056.0248
398,845.99554
399,1102.6879
400,775.0369
401,986.41797
402,1336.2097
403,1893.9722
404,926.1865
405,1525.3588
406,2099.9934
407,2252.4673
408,2872.138
409,991.077
410,3654.3462
411,1239.7883
412,2487.4802
413,1742.0542
414,3529.4272
415,3491.5093
416,1440.403
417,1056.6837
418,1290.9525
419,1312.2524
420,3441.4707
421,2870.1917
422,1858.4839
423,2083.8967
424,1393.0631
425,971.10394
426,2736.0295
427,2332.7305
428,4466.997
429,1845.1239
430,3362.8647
431,7003.4805
432,1049.4496
433,3446.5435
434,7089.799
435,1744.7776
436,661.31757
437,1562.484
438,3777.522
439,1729.8014
440,1295.8989
441,2134.093
442,3458.6772
443,2338.5564
444,1048.68
445,1348.2382
446,2521.3801
447,2343.8123
448,1387.2573
449,1367.9775
450,2304.8003
451,1469.4904
452,2967.8777
453,1532.6852
454,1841.2493
455,2605.064
456,915.8749
457,1805.8927
458,1164.665
459,1127.0631
460,2911.911
461,2282.4763
462,2409.7473
463,1553.0667
464,998.14453
465,1896.474
466,1544.5607
467,2166.3708
468,1681.5083
469,3354.6206
470,2176.0483
471,2174.4885
472,4448.2114
473,1344.7075
474,2858.361
475,2083.067
476,5879.778
477,1979.3657
478,1613.0646
479,7736.623
480,1489.3546
481,1507.6625
482,1702.1052
483,4108.3184
484,1707.5118
485,1517.6786
486,1135.7334
487,6325.9463
488,13028.245
489,2716.524
490,773.53375
491,3878.4058
492,1887.743
493,5627.886
494,1211.1947
495,2008.0385
496,4801.498
497,1388.6992
498,10046.138
499,1341.1394
500,1093.9998
501,1633.1376
502,3216.7173
503,5048.0317
504,1293.9154
505,2259.0605
506,1655.2876
507,3128.5366
508,4138.44
509,1410.2056
510,1943.8977
511,1523.757
512,1529.6064
513,3107.6372
514,2740.196
515,1188.9209
516,1955.2552
517,2036.0168
518,1849.2677
519,2086.1548
520,2810.0967
521,2132.7087
522,4962.904
523,1558.5295
524,1412.641
525,1767.6327
526,1749.9806
527,14211.8
528,10488.66
529,2676.2073
530,2275.8406
531,5661.564
532,3008.5713
533,3185.3865
534,4475.4033
535,1076.3112
536,1100.0118
537,809.8294
538,1499.4973
539,1441.36
540,1795.4725
541,3347.792
542,1828.588
543,1400.506
544,1622.446
545,2834.119
546,4328.032
547,1134.1089
548,1726.1714
549,1051.2178
550,3399.3762
551,4958.995
552,1080.7437
553,1034.6097
554,2132.7546
555,1527.1073
556,2466.987
557,1363.8159
558,2544.1555
559,2417.0015
560,2408.289
561,1111.1173
562,1671.9602
563,1366.1372
564,1576.8021
565,907.6294
566,1689.5648
567,2113.8984
568,1492.8508
569,5098.679
570,1600.7092
571,1911.7965
572,3109.016
573,2129.1438
574,7246.532
575,1056.6349
576,1118.5829
577,4150.557
578,973.8738
579,1167.2219
580,1736.2592
581,2500.5732
582,969.86383
583,2263.6812
584,3155.5134
585,5757.844
586,2647.1702
587,5092.9683
588,1816.4452
589,949.2062
590,827.6996
591,1129.1823
592,1461.4111
593,2238.8652
594,5718.0767
595,5349.3794
596,2230.4646
597,1177.0426
598,1828.1963
599,6214.1436
600,732.2789
601,1890.7806
602,1804.2323
603,1218.798
604,2278.0012
605,1222.94
606,1823.9099
607,5718.2896
608,7019.075
609,2058.3635
610,2794.6826
611,2843.4026
612,1176.8898
613,1839.7214
614,1757.9305
615,1759.3234
616,1343.6703
617,5342.9033
618,2239.445
619,5603.594
620,5251.7617
621,2319.7566
622,974.495
623,1259.1753
624,2296.8494
625,1165.7783
626,5265.0635
627,2807.4036
628,1010.7878
629,2391.3232
630,925.2894
631,2311.3032
632,1943.7335
633,1608.837
634,2973.7188
635,2042.5625
636,1714.2126
637,2265.8062
638,1255.8406
639,1998.6941
640,9330.104
641,1876.3961
642,1058.6935
643,1992.5885
644,5496.4863
645,2420.0437
646,801.65607
647,1040.721
648,10253.087
649,1775.1714
650,1257.3212
651,4097.415
652,2364.7974
653,1007.0686
654,3703.3857
655,11713.567
656,1224.5786
657,2122.583
658,1099.8386
659,2304.9785
660,2149.0254
661,2786.141
662,2481.8599
663,4792.182
664,3734.3093
665,5543.6577
666,4205.5396
667,1460.5348
668,2819.6487
669,1468.2217
670,3311.3098
671,1296.1321
672,1900.8755
673,1801.4756
674,2841.9666
675,1114.8425
676,2051.3347
677,1902.6755
678,1109.6927
679,1488.9368
680,4734.8584
681,1813.5157
682,1249.0615
683,1594.3202
684,1340.1919
685,2703.4844
686,3151.2417
687,1813.5408
688,1136.7404
689,1727.16
690,1309.6805
691,1862.3201
692,1938.3025
693,2084.4478
694,1395.65
695,3829.4998
696,1562.2491
697,1128.9285
698,4152.5728
699,1792.712
700,1349.2313
701,1873.6042
702,1055.5481
703,3388.7983
704,1961.7612
705,1068.1879
706,1614.8527
707,1304.9287
708,1155.4062
709,1567.0728
710,1959.7014
711,976.9933
712,1480.8582
713,6654.176
714,3402.7083
715,3178.9536
716,2032.3516
717,5944.918
718,4043.8264
719,1156.0742
720,2342.4688
721,2392.1504
722,1588.4022
723,2907.5847
724,1598.4623
725,8875.628
726,2742.9202
727,994.8987
728,1561.0183
729,1164.4683
730,2064.2688
731,2333.0808
732,2239.0723
733,1643.1185
734,1552.897
735,2355.6785
736,2942.986
737,1496.5817
738,2623.657
739,5308.021
740,3246.7979
741,1207.2515
742,2209.326
743,1373.6226
744,1131.1748
745,1254.3108
746,8938.894
747,1532.4578
748,3289.5098
749,5244.7983
750,866.87976
751,7615.5435
752,1014.19385
753,5199.5737
754,2005.934
755,5251.3057
756,3245.395
757,1280.759
758,1205.6687
759,1394.5962
760,1825.6973
761,1363.3318
762,1081.384
763,4813.545
764,998.4166
765,1470.6716
766,1360.8456
767,1967.6552
768,1132.7301
769,2811.652
770,1335.483
771,1119.9573
772,1465.0425
773,1198.065
774,4922.091
775,2042.0968
776,3139.632
777,7530.851
778,2594.1873
779,2030.7737
780,1395.6666
781,1737.7368
782,3795.0864
783,1598.65
784,968.51575
785,3226.2595
786,6601.138
787,2910.596
788,877.11426
789,1353.7677
790,2768.059
791,3161.7507
792,1519.2769
793,1385.8085
794,2034.4236
795,3996.249
796,1533.8447
797,3380.955
798,2142.522
799,2210.1199
800,3933.3694
801,1609.0436
802,2368.8562
803,1516.0841
804,1097.1271
805,1123.666
806,1603.1245
807,3816.699
808,5332.71
809,1127.0336
810,8905.314
811,1192.0093
812,1075.2821
813,1221.4176
814,2748.2493
815,2058.5933
816,2609.8875
817,6993.4272
818,1256.5905
819,3405.709
820,2761.5005
821,2525.627
822,2970.903
823,2084.0361
824,2638.4502
825,1571.5835
826,1093.2476
827,1709.8434
828,2502.2617
829,3830.4788
830,8638.23
831,1489.6893
832,1789.7423
833,2546.4807
834,1095.5249
835,1469.2155
836,1576.2426
837,2295.605
838,1000.0669
839,1967.3285
840,994.87396
841,1682.8302
842,1845.3906
843,6435.653
844,2740.0667
845,1313.5443
846,984.8372
847,1906.4309
848,946.5877
849,7958.348
850,1914.3932
851,2156.2324
852,2189.4893
853,1691.2391
854,2032.7306
855,3152.0354
856,1996.989
857,958.69385
858,2021.3235
859,1209.3077
860,902.41705
861,2560.017
862,1270.403
863,1988.6311
864,5340.371
865,2872.2544
866,3017.03
867,1416.2126
868,967.562
869,3618.7507
870,2320.0742
871,1722.7627
872,3615.8213
873,1920.4683
874,2107.5898
875,3545.4934
876,6852.121
877,1465.969
878,6751.0547
879,1963.0139
880,1669.6882
881,4103.6616
882,2961.562
883,1403.7383
884,1744.8009
885,8460.7
886,1554.7645
887,2358.494
888,2237.1707
889,1960.514
890,3014.9211
891,1472.7136
892,4443.2285
893,798.3396
894,2390.3413
895,4910.625
896,884.1103
897,2141.3909
898,1734.2316
899,1138.1105
900,1364.7957
901,3694.5715
902,2877.368
903,1488.8054
904,3246.4077
905,3098.6467
906,1548.0336
907,2386.9263
908,4900.7886
909,2492.8435
910,3268.1152
911,2945.9314
912,832.60803
913,4892.797
914,1432.0352
915,966.55664
916,1569.4874
917,3502.9924
918,2609.5002
919,2544.4858
920,1934.9873
921,4956.12
922,958.213
923,2178.2876
924,1083.403
925,3464.4526
926,2078.8586
927,997.2954
928,6793.649
929,9132.422
930,1981.2325
931,2268.2168
932,1494.1094
933,1292.963
934,1669.5082
935,1202.4962
936,5514.483
937,1768.537
938,1496.3461
939,1919.6686
940,5001.5547
941,1780.8303
942,1553.836
943,3227.6265
944,1521.801
945,9046.354
946,1111.8928
947,2353.3792
948,1158.7621
949,1003.60114
950,5749.1626
951,1161.383
952,924.2962
953,3648.658
954,1426.2244
955,3148.276
956,1834.117
957,7118.3525
958,2479.065
959,920.3074
960,1438.6877
961,3344.386
962,5824.872
963,2974.289
964,2868.8325
965,2134.9912
966,2308.816
967,1588.1931
968,1286.3624
969,1464.6957
970,2258.6274
971,1161.6752
972,1946.6104
973,3583.0645
974,3221.462
975,2834.3337
976,4640.527
977,2320.8547
978,2167.5276
979,1481.0383
980,6499.11
981,1349.5475
982,2871.7256
983,1165.324
984,4892.4795
985,2558.9878
986,1296.0691
987,2534.5933
988,2745.4138
989,2170.3772
990,2034.5371
991,1631.6577
992,16889.371
993,1767.7499
994,1676.2711
995,998.1588
996,4675.619
997,2336.0176
998,1894.1447
999,1664.8302
1000,1099.1271
1001,2341.5237
1002,4247.452
1003,1098.0784
1004,1647.6711
1005,1345.0868
1006,2703.9656
1007,2197.489
1008,928.8696
1009,2366.0386
1010,1397.4219
1011,1299.8181
1012,3297.3486
1013,1093.0817
1014,1872.6454
1015,2063.0913
1016,2872.4104
1017,7811.6245
1018,1685.2205
1019,12849.57
1020,1822.3478
1021,2539.284
1022,1034.8567
1023,2496.4197
1024,1800.7253
1025,2247.234
1026,2697.4688
1027,971.5212
1028,2529.4104
1029,3331.563
1030,883.5365
1031,1441.3799
1032,2743.0693
1033,3525.9072
1034,1401.3765
1035,2131.5615
1036,2392.7598
1037,7875.498
1038,1011.2129
1039,1544.9558
1040,1432.396
1041,4205.0864
1042,1268.1552
1043,1288.8732
1044,1843.4441
1045,735.6004
1046,1878.036
1047,3794.699
1048,2635.6375
1049,2221.5574
1050,2744.115
1051,1693.8329
1052,2566.4094
1053,1276.954
1054,4395.9785
1055,1272.0317
1056,1180.8325
1057,2662.2651
1058,2053.9622
1059,2025.1158
1060,1663.3114
1061,1096.0668
1062,2556.7988
1063,2096.659
1064,3150.406
1065,1801.4352
1066,2477.7078
1067,2408.1052
1068,2136.7263
1069,2105.6794
1070,1979.2231
1071,1683.4348
1072,1902.2617
1073,8707.666
1074,1933.3983
1075,1319.2029
1076,2127.837
1077,9268.673
1078,2993.775
1079,3731.6458
1080,977.23816
1081,1942.1827
1082,2999.2808
1083,2160.6611
1084,2040.6768
1085,1148.8142
1086,2075.9824
1087,2473.6487
1088,1166.006
1089,1640.7073
1090,4857.738
1091,5918.7666
1092,2191.7842
1093,1122.8661
1094,3670.827
1095,1856.1012
1096,2089.1067
1097,2259.0725
1098,1544.689
1099,1844.5122
1100,1128.811
1101,1733.2612
1102,3884.0
1103,3605.2852
1104,2844.2327
1105,996.63873
1106,2955.4753
1107,1056.4326
1108,3164.4878
1109,1483.9641
1110,3605.6912
1111,1005.02203
1112,2468.865
1113,1273.667
1114,4936.7847
1115,1553.6448
1116,2767.2222
1117,1432.3325
1118,2009.1644
1119,4076.7168
1120,1218.0112
1121,1176.0537
1122,1908.7909
1123,8392.241
1124,3589.0579
1125,1160.022
1126,2853.7441
1127,1332.2476
1128,4701.119
1129,1209.9335
1130,838.32764
1131,1643.6188
1132,1480.1398
1133,1191.5417
1134,2395.5146
1135,1539.9702
1136,4489.783
1137,1756.4515
1138,1351.206
1139,1138.8608
1140,1010.9132
1141,2001.6388
1142,4906.177
1143,906.84033
1144,3218.4238
1145,1850.166
1146,921.82117
1147,1251.5897
1148,1695.658
1149,4077.9302
1150,1878.502
1151,2405.9844
1152,898.7216
1153,1439.121
1154,10170.029
1155,1286.3152
1156,4720.995
1157,1122.3197
1158,2774.567
1159,1831.2744
1160,1218.3071
1161,1063.3611
1162,1324.6544
1163,2381.7634
1164,2293.6917
1165,3265.2295
1166,3224.5796
1167,1953.6105
1168,1392.3885
1169,1693.7214
1170,2793.595
1171,892.7575
1172,1587.5854
1173,1320.5664
1174,1508.8226
1175,2837.809
1176,3979.082
1177,1252.1339
1178,3185.438
1179,2220.718
1180,3503.6106
1181,1584.0573
1182,2155.0117
1183,3978.5508
1184,2204.479
1185,969.0707
1186,2414.366
1187,9212.628
1188,1590.0758
1189,1882.9973
1190,2013.0464
1191,1356.9336
1192,1504.876
1193,1473.0194
1194,933.4933
1195,4563.8364
1196,1325.0565
1197,1312.2267
1198,1676.004
1199,3322.0134
1200,9802.881
1201,1512.5082
1202,2221.4885
1203,1221.8496
1204,1348.0182
1205,2231.2883
1206,7060.5044
1207,2069.2222
1208,2911.982
1209,1632.9708
1210,1691.9299
1211,1627.4048
1212,2312.2903
1213,1678.1533
1214,960.5618
1215,1072.6659
1216,1349.8823
1217,2366.8909
1218,1843.8145
1219,1312.2593
1220,2100.4282
1221,3950.3315
1222,960.51965
1223,2128.5547
1224,1783.2424
1225,4954.4844
1226,1819.2882
1227,1451.1788
1228,2714.0215
1229,1412.9686
1230,1270.4163
1231,1127.5436
1232,3087.7698
1233,3247.5134
1234,2307.0522
1235,1457.8236
1236,1661.5989
1237,2654.5144
1238,1823.3662
1239,728.4358
1240,3638.384
1241,1521.955
1242,8801.242
1243,1310.8054
1244,4725.3833
1245,2224.2805
1246,1097.377
1247,2447.1494
1248,2207.6172
1249,1498.2944
1250,1645.4133
1251,1083.1743
1252,1980.1232
1253,1390.6415
1254,2297.988
1255,2879.1885
1256,1063.4956
1257,1044.6525
1258,3445.3403
1259,1816.8846
1260,4334.5273
1261,2636.3894
1262,764.76355
1263,2365.666
1264,2567.454
1265,2571.8386
1266,1617.1411
1267,5475.571
1268,1246.1519
1269,1665.674
1270,2069.5815
1271,4045.1226
1272,1614.1632
1273,1634.2772
1274,1328.9858
1275,1206.3973
1276,4465.1865
1277,5454.1157
1278,1521.9673
1279,1973.176
1280,1472.0667
1281,3586.946
1282,1832.1099
1283,1269.8901
1284,4091.236
1285,1245.5056
1286,1260.4023
1287,869.11694
1288,3980.707
1289,3392.926
1290,4140.975
1291,1371.1204
1292,2422.3098
1293,1376.3915
1294,5012.425
1295,1534.8317
1296,1447.1917
1297,1642.3379
1298,1374.2684
1299,966.49115
1300,1085.3085
1301,3900.634
1302,4772.526
1303,1329.8606
1304,1041.8889
1305,2374.5994
1306,2971.2842
1307,1688.8757
1308,2213.9133
1309,1752.2423
1310,5653.9062
1311,1679.6144
1312,3973.7603
1313,1412.3457
1314,2042.3306
1315,1983.492
1316,2043.7887
1317,10295.705
1318,1537.6001
1319,1283.2864
1320,3832.2734
1321,1148.1471
1322,1774.643
1323,2692.6401
1324,7752.7334
1325,1511.2911
1326,2158.9045
1327,3010.0068
1328,1519.6335
1329,1406.4739
1330,1180.2397
1331,2115.4976
1332,2077.3389
1333,1101.3998
1334,2825.186
1335,1677.4473
1336,2441.7097
1337,1074.7849
1338,2639.5781
1339,1299.5787
1340,1471.9901
1341,9391.717
1342,6084.981
1343,1290.828
1344,1160.9065
1345,1411.0847
1346,1691.6919
1347,899.6389
1348,3599.0176
1349,3518.5657
1350,8175.472
1351,8123.394
1352,2717.5686
1353,874.9012
1354,2168.919
1355,896.75116
1356,2325.6702
1357,2105.4646
1358,2033.9121
1359,2455.9756
1360,1318.315
1361,1986.8787
1362,1537.9061
1363,976.76526
1364,1464.3527
1365,1380.9156
1366,6594.3228
1367,1285.88
1368,1862.9447
1369,3236.7717
1370,1007.2215
1371,2677.3232
1372,2534.545
1373,1554.9084
1374,1149.5765
1375,1995.7128
1376,1969.0345
1377,2834.1797
1378,5216.3
1379,822.39545
1380,1914.5321
1381,7716.688
1382,1820.8634
1383,1848.4015
1384,3195.0645
1385,2699.764
1386,831.7229
1387,754.042
1388,1868.6007
1389,5760.4043
1390,2563.4216
1391,4503.002
1392,3019.4287
1393,1231.7268
1394,1435.2607
1395,8576.037
1396,1949.9714
1397,1212.9335
1398,2715.5872
1399,2799.98
1400,1411.9886
1401,976.18036
1402,2846.3528
1403,2155.564
1404,1450.234
1405,2385.063
1406,1574.2365
1407,1604.2141
1408,3060.3647
1409,1660.9908
1410,1615.5402
1411,1341.6559
1412,1896.1963
1413,947.07404
1414,1190.8284
1415,1508.842
1416,2727.3708
1417,1213.9718
1418,1301.0413
1419,2833.2295
1420,4986.221
1421,3471.5093
1422,1168.4219
1423,4090.3386
1424,1828.9413
1425,2881.4622
1426,777.7452
1427,1651.4395
1428,1502.6094
1429,1535.9335
1430,1329.4362
1431,2120.5164
1432,3744.015
1433,1887.9106
1434,2710.0461
1435,1206.1718
1436,1589.6404
1437,2003.7743
1438,1128.4135
1439,1362.7106
1440,2381.9146
1441,918.48474
1442,1178.8623
1443,2935.169
1444,1634.2328
1445,1377.3658
1446,2462.6016
1447,978.93616
1448,2832.4092
1449,1871.786
1450,3957.43
1451,1403.0505
1452,5202.253
1453,953.28046
1454,3046.2668
1455,5325.467
1456,3037.1233
1457,7357.4004
1458,1547.8157
1459,1549.4894
1460,1553.8093
1461,2110.0457
1462,7383.136
1463,4347.907
1464,1212.8304
1465,1348.8817
1466,1277.877
1467,2216.164
1468,998.29846
1469,1200.5271
1470,1818.1116
1471,1273.323
1472,1363.4377
1473,1755.5216
1474,1186.136
1475,1384.8578
1476,4762.5664
1477,946.9022
1478,2652.7207
1479,701.19366
1480,2470.5815
1481,4488.4556
1482,998.6773
1483,1600.2938
1484,5299.9717
1485,913.4316
1486,2881.601
1487,3093.7112
1488,1069.9835
1489,2493.1648
1490,5591.8
1491,1068.2399
1492,1138.6288
1493,1202.8331
1494,1628.2358
1495,952.37585
1496,1344.0249
1497,5976.102
1498,1224.9895
1499,9748.208
1500,1972.9755
1501,3593.0247
1502,963.7685
1503,1308.1353
1504,6157.819
1505,1051.7091
1506,3454.9048
1507,1206.4418
1508,2225.842
1509,5856.8677
1510,3998.4873
1511,1636.0505
1512,2468.4846
1513,2243.5054
1514,1211.8596
1515,6153.251
1516,886.05597
1517,8326.265
1518,1043.4601
1519,4652.2095
1520,2553.0073
1521,1725.9713
1522,10592.459
1523,1225.7697
1524,3253.5757
1525,1442.7657
1526,2491.5728
1527,4168.1455
1528,2295.882
1529,1513.6156
1530,3372.5413
1531,3229.964
1532,5861.881
1533,4497.898
1534,2698.3862
1535,1685.1168
1536,892.8824
1537,4711.8354
1538,850.67523
1539,2687.7278
1540,2402.9827
1541,743.7049
1542,5213.017
1543,1253.0096
1544,1510.3518
1545,4550.1133
1546,1457.4862
1547,2443.3328
1548,1986.0769
1549,1313.7561
1550,2281.2527
1551,1928.3971
1552,1331.8878
1553,6340.7227
1554,3145.916
1555,6019.575
1556,4085.71
1557,3669.332
1558,1130.4926
1559,2588.1838
1560,3387.3472
1561,3141.903
1562,3290.9788
1563,1215.1908
1564,3198.2085
1565,1512.1748
1566,3445.9812
1567,2027.2762
1568,2116.1265
1569,2815.9927
1570,1881.0795
1571,1474.6292
1572,2378.471
1573,5495.9517
1574,839.64343
1575,1211.4375
1576,1600.0853
1577,1915.9164
1578,2473.3704
1579,946.04974
1580,1192.9625
1581,1457.3457
1582,2105.0376
1583,1831.3932
1584,2903.4795
1585,1611.4015
1586,5111.603
1587,5132.671
1588,1209.2102
1589,1327.3981
1590,1017.1205
1591,4201.746
1592,755.5199
1593,3227.851
1594,1361.4626
1595,1982.1089
1596,2106.42
1597,2297.8894
1598,1587.0751
1599,5200.303
1600,2402.8176
1601,2969.2058
1602,1122.3898
1603,1128.0732
1604,1149.3818
1605,1450.4803
1606,1199.983
1607,1546.7223
1608,3634.4434
1609,1746.0608
1610,2516.731
1611,1504.0189
1612,1181.001
1613,2153.1672
1614,2196.8696
1615,1189.4283
1616,1075.0902
1617,765.08606
1618,3102.5068
1619,936.05054
1620,1800.313
1621,1552.6761
1622,1126.0023
1623,3339.2725
1624,1727.8861
1625,3127.916
1626,2623.4592
1627,4441.5674
1628,1841.1562
1629,8109.3203
1630,2539.4233
1631,5103.389
1632,1707.5656
1633,1810.2058
1634,2235.6248
1635,1404.6536
1636,1704.6506
1637,3526.0251
1638,1397.9288
1639,2335.5308
1640,2440.2495
1641,4847.2075
1642,1798.5256
1643,3190.1638
1644,2146.6985
1645,3592.3496
1646,2671.2002
1647,1244.0461
1648,2977.1562
1649,6335.644
1650,3242.9316
1651,11529.916
1652,2954.317
1653,1748.7003
1654,1534.0336
1655,2003.541
1656,2347.3416
1657,5646.458
1658,4904.226
1659,1274.0968
1660,2996.7354
1661,4336.93
1662,970.95514
1663,1658.5288
1664,2603.4912
1665,1639.6014
1666,1617.6705
1667,1868.4198
1668,12216.498
1669,2485.0762
1670,2365.675
1671,1195.2882
1672,1060.2843
1673,958.235
1674,1300.1041
1675,1334.7631
1676,1578.8981
1677,1263.9724
1678,1173.3706
1679,2032.7539
1680,1702.2644
1681,2011.281
1682,4453.2427
1683,4537.4487
1684,1565.4794
1685,1033.8293
1686,1727.6842
1687,1038.1724
1688,2091.2197
1689,1905.8317
1690,3641.905
1691,1277.5775
1692,966.3366
1693,2122.7654
1694,1165.3801
1695,2413.9353
1696,2587.2617
1697,7304.5806
1698,2848.818
1699,1401.8319
1700,1139.6079
1701,1825.5161
1702,1127.7949
1703,1547.6931
1704,1286.8899
1705,3025.8735
1706,2338.1626
1707,1153.1582
1708,1377.9181
1709,3579.32
1710,930.50543
1711,3801.1406
1712,1987.2844
1713,693.1419
1714,4018.2556
1715,2746.966
1716,1581.2089
1717,1479.536
1718,1627.2347
1719,1217.2332
1720,2016.2479
